Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year
João Miyao,Daniel Covel,W,DQ,UAEJJF NY Pro,69KG,4F,2017
João Miyao,Andre Monteiro,W,Points,UAEJJF NY Pro,69KG,SF,2017
João Miyao,Isac Chaves,W,N/A,UAEJJF NY Pro,69KG,F,2017
João Miyao,Yuta Shimada,W,Pts: 6x0,Pan American,64KG,4F,2017
João Miyao,Samir Chantre,W,Pts: 22x2,Pan American,64KG,SF,2017
João Miyao,Anthony Ferro,W,N/A,Chicago Sp. Open,64KG,SF,2017
João Miyao,Marcelo Cohen,W,N/A,Chicago Sp. Open,64KG,F,2017
João Miyao,Tadashi Takashima,W,Points,Boston Spring O.,64KG,F,2017
João Miyao,Tadashi Takashima,W,Choke from back,NY Spring Open,64KG,F,2017
João Miyao,Tadashi Takashima,W,Toe hold,Boston Sp. Open,64KG,F,2017
João Miyao,Alexis Alduncin,W,Points,Miami SPO,64KG,SF,2017
João Miyao,Lucas Pinheiro,W,Pts: 2x0,Miami SPO,64KG,F,2017
João Miyao,Christopher Kriebel,W,Toe hold,Miami Spring NGO,62KG,F,2017
João Miyao,Yuta Shimada,W,Pts: 4x0,World Champ.,64KG,8F,2017
João Miyao,Gabriel Marangoni,W,Pts: 2x0,World Champ.,64KG,4F,2017
João Miyao,Gabriel Moraes,W,Pts: 8x4,World Champ.,64KG,SF,2017
João Miyao,Mayko Araujo,W,Toe hold,ACBJJ 6,60KG,4F,2017
João Miyao,Laercio Fernandes,W,Choke from back,ACBJJ 6,60KG,SF,2017
João Miyao,Isaac Doederlein,W,Points,ACBJJ 6,60KG,F,2017
João Miyao,David Herndon,W,Choke from back,Boston SM. Open,64KG,SF,2017
João Miyao,Ryan Clay,W,DQ,Boston SM. Open,64KG,F,2017
João Miyao,Anthony Ferro,W,Choke from back,Chicago SMO,64KG,SF,2017
João Miyao,Alexis Alduncin,W,Pts: 31x0,Chicago SMO,64KG,F,2017
João Miyao,Alexis Alduncin,W,Points,Chicago SMNGO,61KG,F,2017
João Miyao,Jorge Nakamura,W,Pts: 8x4,Grand Slam LA,62KG,4F,2017
João Miyao,Alexis Alduncin,W,Choke from back,Grand Slam LA,62KG,SF,2017
João Miyao,Hiago George,W,Pts: 0x0,Grand Slam LA,62KG,F,2017
João Miyao,Adam Ferrara,W,RNC,No Gi Pan Am.,61KG,SF,2017
João Miyao,Eduardo Barboza,W,RNC,No Gi Pan Am.,61KG,F,2017
João Miyao,R. Costa,W,Choke from back,Miami FO,64KG,F,2017
João Miyao,F. Angelino,W,Pts: 10x0,Grand Slam RJ,62KG,R1,2017
João Miyao,D. Moreira,W,Pts: 2x0,Grand Slam RJ,62KG,4F,2017
João Miyao,Rafael Freitas,W,Armbar,ACB JJ 9,60KG,4F,2017
João Miyao,Alex Ecklin,W,Armbar,NoGi Worlds,61KG,4F,2017
João Miyao,Joao Somalia,W,Pts: 14x0,NoGi Worlds,61KG,SF,2017
João Miyao,Lucas Pinheiro,W,RNC,NoGi Worlds,61KG,F,2017
João Miyao,J. Alhazza,W,Armbar,Grand Slam AD,62KG,RR,2018
João Miyao,Rene Lopez,W,Choke from back,European Open,64KG,SF,2018
João Miyao,Unknown,W,Choke from back,ACB S. American,60KG,4F,2018
João Miyao,Felipe N.,W,Armbar,ACB S. American,60KG,SF,2018
João Miyao,Thales Nakassu,W,Mounted triangle,ACB S. American,60KG,F,2018
João Miyao,Sop Mu Huh,W,Submission,Continental Pro,62KG,RR,2018
João Miyao,Sop Mu Huh,W,Choke from back,Continental Pro,62KG,RR,2018
João Miyao,Darson Hemmings,W,Pts: 10x0,Pan American,64KG,4F,2018
João Miyao,Yuta Shimada,W,Pts: 4x4,Pan American,64KG,SF,2018
João Miyao,Pablo Mantovani,W,Pts: 6x4,Pan American,64KG,F,2018
João Miyao,Samir Chantre,W,Points,ACBJJ 12,60KG,SPF,2018
João Miyao,Wellington Lima,W,Choke from back,WP Br Qualifier,62KG,RR,2018
João Miyao,F. Silva,W,Choke from back,WP Br Qualifier,62KG,RR,2018
João Miyao,David Younan,W,Choke from back,World Pro,62KG,4F,2018
João Miyao,Wanki Chae,W,Pts: 7x2,World Pro,62KG,F,2018
João Miyao,Carlos Perez,W,Choke from back,Miami SPO,64KG,SF,2018
João Miyao,Washington Luis,W,Choke from back,Miami SPO,64KG,F,2018
João Miyao,Wanki Chae,W,Pts: 0x0,World Champ.,64KG,R1,2018
João Miyao,Yuta Shimada,W,Pts: 4x4,World Champ.,64KG,4F,2018
João Miyao,Ary Farias,W,Points,ACBJJ 14,60KG,SPF,2018
João Miyao,Paulo Santana,W,Choke from back,Orlando Open,64KG,SF,2018
João Miyao,Suraj Budhram,W,Choke from back,Orlando Open,64KG,F,2018
João Miyao,Perez Figueiroa,W,Points,Chicago SM Open,64KG,SF,2018
João Miyao,Suraj Budhram,W,Arm in Ezekiel,Chicago SM Open,64KG,F,2018
João Miyao,Deandre Corbe,W,Pts: 6x2,Chicago SM NGO,67KG,F,2018
João Miyao,Bebeto Oliveira,W,Choke,Las Vegas Open,64KG,SF,2018
João Miyao,Joao Somalia,W,Armbar,Las Vegas Open,64KG,F,2018
João Miyao,Argen Kaidybaev,W,Pts: 15x4,UWW NG World,62KG,4F,2018
João Miyao,Nathaniel Ortiz,W,Pts: 9x2,UWW NG World,62KG,SF,2018
João Miyao,Akhmed Iasaev,W,Triangle,UWW NG World,62KG,F,2018
João Miyao,Muhammad A.,W,Verbal,UWW World,62KG,R1,2018
João Miyao,M. Temeev,W,Pts: 5x2,UWW World,62KG,4F,2018
João Miyao,Nathaniel Ortiz,W,Choke,UWW World,62KG,SF,2018
João Miyao,Dmytro Baranov,W,Pts: 12x6,UWW World,62KG,F,2018
João Miyao,A. Ecklin,W,Pts: 18x0,No Gi Pan Am.,61KG,SF,2018
João Miyao,Alexis Alduncin,W,Armbar,No Gi Pan Am.,61KG,F,2018
João Miyao,Suraj Budhram,W,N/A,Miami FO,64KG,F,2018
João Miyao,Suraj Budhram,W,RNC,NoGi Worlds,61KG,4F,2018
João Miyao,Cleber Sousa,W,RNC,NoGi Worlds,61KG,SF,2018
João Miyao,Tomoyuki Hashimoto,W,Referee Decision,NoGi Worlds,61KG,F,2018
João Miyao,Isa Karasanov,W,Pts: 2x0,Grand Slam AD,62KG,SF,2019
João Miyao,Hideyuki Yamada,W,Arm in Ezekiel,European Open,64KG,4F,2019
João Miyao,Cleber Sousa,W,Points,European Open,64KG,SF,2019
João Miyao,Anthony Oliveira,W,Pts: 8x0,Grand Slam LDN,62KG,4F,2019
João Miyao,Pedro Dias,W,Pts: 0x0,Grand Slam LDN,62KG,RR,2019
João Miyao,Fernando Soares,W,Choke from back,Grand Slam LDN,62KG,3RD,2019
João Miyao,Shimon Kagiyama,W,Armbar,Pan American,64KG,4F,2019
João Miyao,Alex Sodre,W,Referee Decision,Pan American,64KG,SF,2019
João Miyao,Martin Davila,W,Armbar,Orlando SPO,64KG,SF,2019
João Miyao,Antonio Casarez,W,Footlock,Orlando SPO,64KG,F,2019
João Miyao,D. Moreira,W,Pts: 9x0,WP BR Qualifier,62KG,SF,2019
João Miyao,Pablo Mantovani,W,Pts: 4x2,WP BR Qualifier,62KG,F,2019
João Miyao,Alexis Alduncin,W,Omoplata,World Pro,62KG,RR,2019
João Miyao,Virgilio Carvalho,W,Armbar,World Pro,62KG,RR,2019
João Miyao,Mohd Ali Hayat,W,DQ,World Pro,62KG,RR,2019
João Miyao,Matheus Oliveira,W,Choke from back,Brasileiro,64KG,R1,2019
João Miyao,Jonas Lisboa,W,Injury,Brasileiro,64KG,4F,2019
João Miyao,Ram Ananda,W,Arm in Ezekiel,World Champ.,64KG,R2,2019
João Miyao,Rene Lopez,W,Pts: 2x2,World Champ.,64KG,4F,2019
João Miyao,Zach Maslany,W,Inside heel hook,Rise Invitational,63KG,SPF,2019
João Miyao,Deandre Corbe,W,Pts: 5x0,Toro Cup,70KG,SPF,2019
João Miyao,Marvin Castelle,W,Points,Sub Stars,65KG,SPF,2019
João Miyao,Richard Alarcon,W,RNC,Kasai Pro 6,61KG,RR,2019
João Miyao,Rafael Freitas,W,Inside heel hook,Kasai Pro 6,61KG,RR,2019
João Miyao,Ashley Williams,D,---,Kasai Pro 6,61KG,RR,2019
João Miyao,Junny Ocasio,W,Pts: 2x1,Kasai Pro 6,61KG,F,2019
João Miyao,Frank Rosenthal,W,Cross face,GrappleFest 6,65KG,SPF,2019
João Miyao,Diego Vieira,W,Armbar,Brasileiro NoGi,61KG,4F,2019
João Miyao,Jonas Lisboa,W,RNC,Brasileiro NoGi,61KG,SF,2019
João Miyao,Sergio Calderon,W,RNC,Templum FN,70KG,SPF,2019
João Miyao,Vincent Saenz,W,Points,NYC Fall NGO,61KG,SF,2019
João Miyao,Richard Alarcon,W,Pts: 13x2,NoGi Worlds,61KG,4F,2019
João Miyao,Anthony Oliveira,W,RNC,NoGi Worlds,61KG,SF,2019
João Miyao,Vincent Saenz,W,Pts: 4x0,Atlanta WO,64KG,F,2020
João Miyao,Washington Lima,W,RNC,New Orleans Open,64KG,F,2020
João Miyao,Jon Pineiro,W,Submission,Miami WO,64KG,SF,2020
João Miyao,Luis Ninja,W,Triangle,Miami WO,64KG,F,2020
João Gabriel Rocha,Lucio Rodrigues,L,Pts: 7x0,Copa Podio,100KG,GP,2013
João Gabriel Rocha,Braga Neto,L,Pts: 2x0,Copa Podio,100KG,GP,2013
João Gabriel Rocha,Braga Neto,L,Points,World Pro,100KG,SF,2013
João Gabriel Rocha,Rodolfo Vieira,L,Armbar,World Champ.,ABS,4F,2013
João Gabriel Rocha,Bernardo Faria,L,Pts: 6x0,World Champ.,100KG,F,2013
João Gabriel Rocha,Leandro Lo,L,Pts: 0x0,Rio Open,ABS,F,2013
João Gabriel Rocha,Marcus Almeida,L,Heel Hook,ADCC,O99KG,F,2013
João Gabriel Rocha,Dean Lister,L,Heel Hook,ADCC,ABS,4F,2013
João Gabriel Rocha,Luiz Panza,L,Points,Pan American,O100KG,4F,2015
João Gabriel Rocha,T. Gaia,L,Pts: 0x0,World Pro,O95KG,R1,2015
João Gabriel Rocha,Jackson Sousa,L,Pts: 2x0,World Pro,ABS,R2,2015
João Gabriel Rocha,Bernardo Faria,L,Pts: 8x2,World Champ.,100KG,F,2015
João Gabriel Rocha,Jared Dopp,L,Pen,ADCC,O99KG,SF,2015
João Gabriel Rocha,Vinny Magalhaes,L,Heel hook,ADCC,O99KG,3RD,2015
João Gabriel Rocha,Tim Spriggs,L,Pts: 5x2,Pan American,ABS,4F,2016
João Gabriel Rocha,Marcus Almeida,L,Armbar,World Champ.,O100KG,SF,2016
João Gabriel Rocha,Marcus Almeida,L,Pts: 7x0,IBJJF Pro GP,ABS,SF,2016
João Gabriel Rocha,Manny Diaz,L,Pts: 4x4,BJJ Pro LA,O94KG,SF,2016
João Gabriel Rocha,Leandro Lo,L,Toe hold,Pan American,ABS,F,2017
João Gabriel Rocha,Alexander Trans,L,Referee Decision,ACBJJ 5,O95KG,SF,2017
João Gabriel Rocha,Leandro Lo,L,Pts: 2x0,World Champ.,ABS,4F,2017
João Gabriel Rocha,Marcus Almeida,L,Arm in Ezekiel,World Champ.,O100KG,SF,2017
João Gabriel Rocha,Marcus Almeida,L,Botinha,IBJJF Pro GP,ABS,SF,2017
João Gabriel Rocha,Victor Honorio,L,Points,ACBJJ 8,O95KG,SF,2017
João Gabriel Rocha,Roberto Abreu,L,Pts: 0x0,NoGi Worlds,O97KG,F,2017
João Gabriel Rocha,Lucas Barbosa,L,Pts: 2x0,NoGi Worlds,ABS,F,2017
João Gabriel Rocha,Marcus Almeida,L,Points,ACBJJ 13,O95KG,SPF,2018
João Gabriel Rocha,Marcus Almeida,L,Referee Decision,World Champ.,O100KG,F,2018
João Gabriel Rocha,Gordon Ryan,L,Pts: 1x0,Kasai Dallas,120KG,SPF,2019
João Gabriel Rocha,Kaynan Duarte,L,Guillotine,King of Mats,110KG,RR,2019
João Gabriel Rocha,Roberto Abreu,L,Referee Decision,IBJJF GP,ABS,F,2019
João Gabriel Rocha,Jackson Sousa,L,Pts: 8x6,KOM,120KG,SPF,2019
João Gabriel Rocha,Kyle Boehm,L,Outside heel hook,Kasai Pro 7,120KG,RR,2020
João Gabriel Rocha,Lucas Barbosa,L,Pts: 2x0,Kasai Pro 7,120KG,RR,2020
João Gabriel Rocha,Kaynan Duarte,L,Pts: 6x4,BJJ Stars,N/A,SPF,2020
João Gabriel Rocha,Roosevelt Sousa,L,Kneebar,ADCC,O99KG,R1,2022
João Gabriel Rocha,Alexandre Souza,W,Pts: 2x0,Copa Podio,100KG,GP,2013
João Gabriel Rocha,Bruno Bastos,W,Pts: 3x0,Copa Podio,100KG,GP,2013
João Gabriel Rocha,Paulo Henrique,W,RNC,ADCC Trials,99KG,F,2013
João Gabriel Rocha,Leo Nogueira,W,Pts: 11x2,Brasileiro,100KG,F,2013
João Gabriel Rocha,Ricardo Rezende,W,Submission,World Champ.,ABS,RDS,2013
João Gabriel Rocha,Joao Assis,W,Points,World Champ.,ABS,RDS,2013
João Gabriel Rocha,Leonardo Leite,W,Choke from back,World Champ.,100KG,4F,2013
João Gabriel Rocha,Rafael Lovato,W,Pts: 10x0,World Champ.,100KG,SF,2013
João Gabriel Rocha,Grimaldo Filho,W,Choke from back,Rio Open,100KG,F,2013
João Gabriel Rocha,R. Evangelista,W,Choke from back,Rio Open,ABS,SF,2013
João Gabriel Rocha,Michael Wilson,W,RNC,ADCC,O99KG,R1,2013
João Gabriel Rocha,Janne Pietilainen,W,Pts: 3x0,ADCC,O99KG,4F,2013
João Gabriel Rocha,Jared Dopp,W,Points,ADCC,O99KG,SF,2013
João Gabriel Rocha,David Avellan,W,Points,ADCC,ABS,R1,2013
João Gabriel Rocha,Roger Ambrosi,W,Adv,World Pro Trial,100KG,F,2014
João Gabriel Rocha,Romes Pereira,W,Armbar,World Pro Trial,100KG,SF,2014
João Gabriel Rocha,Gustavo Dias Dias,W,Pts: 4x2,Pan American,O100KG,R1,2015
João Gabriel Rocha,Agnaldo Silveira,W,Choke from back,Rio Fall Open,O100KG,4F,2015
João Gabriel Rocha,Faisal ElKitbe,W,Footlock,Rio Fall Open,O100KG,SF,2015
João Gabriel Rocha,R. Evangelista,W,Points,Rio Fall Open,O100KG,F,2015
João Gabriel Rocha,Unknown,W,Submission,Brasileiro,O100KG,4F,2015
João Gabriel Rocha,Kitner Moura,W,Choke from back,Brasileiro,O100KG,SF,2015
João Gabriel Rocha,Kaue Damasceno,W,Choke,Brasileiro,O100KG,F,2015
João Gabriel Rocha,Erberth Santos,W,RNC,World Champ.,100KG,4F,2015
João Gabriel Rocha,Yuri Simoes,W,Choke from back,World Champ.,100KG,SF,2015
João Gabriel Rocha,Jason Lees,W,Pts: 17x0,ADCC,O99KG,R1,2015
João Gabriel Rocha,Abraham Marte,W,Pts: 3x0,ADCC,O99KG,4F,2015
João Gabriel Rocha,AJ Agazarm,W,Referee Decision,ADCC,ABS,R1,2015
João Gabriel Rocha,Vagner Rocha,W,Pts: 3x0,ADCC,ABS,4F,2015
João Gabriel Rocha,Rodolfo Vieira,W,Pts: 2x0,ADCC,ABS,SF,2015
João Gabriel Rocha,Igor Schneider,W,Short choke,Pan American,ABS,R2,2016
João Gabriel Rocha,Murilo Santana,W,Pts: 4x0,Pan American,ABS,8F,2016
João Gabriel Rocha,Pedro Moura,W,N/A,World Champ.,O100KG,4F,2016
João Gabriel Rocha,Alexander Trans,W,Referee Decision,World Champ.,O100KG,4F,2016
João Gabriel Rocha,Daniel Mehrkar,W,Kimura,BJJ Tour - CT,ABS,4F,2016
João Gabriel Rocha,Tex Johnson,W,Choke from back,BJJ Tour - CT,ABS,SF,2016
João Gabriel Rocha,Tarsis Humphreys,W,Footlock,All Star Tour,ABS,F,2016
João Gabriel Rocha,Felipe Pena,W,Pts: 4x4,IBJJF Pro GP,ABS,4F,2016
João Gabriel Rocha,Gustavo Dias,W,Pts: 17x0,BJJ Pro LA,O94KG,4F,2016
João Gabriel Rocha,Ahmed White,W,Submission,US Open,O95KG,F,2016
João Gabriel Rocha,Francisco Iturralde,W,RNC,US Open,ABS,F,2016
João Gabriel Rocha,James Puopolo,W,Referee Decision,F2W 17,100KG,SPF,2016
João Gabriel Rocha,Carlos Farias,W,Points,NY BJJ Pro,O94KG,SF,2016
João Gabriel Rocha,Mahamed Aly,W,Pts: 4x0,NY BJJ Pro,O94KG,F,2016
João Gabriel Rocha,Braden Masters,W,Choke from back,San Antonio F. O.,O100KG,F,2016
João Gabriel Rocha,Wellington Peroto,W,Choke from back,Pan American,ABS,R1,2017
João Gabriel Rocha,Admilson Gobi,W,Pts: 11x2,Pan American,ABS,8F,2017
João Gabriel Rocha,Lucas Lepri,W,Pts: 3x0,Pan American,ABS,4F,2017
João Gabriel Rocha,Erberth Santos,W,Katagatame,Pan American,ABS,SF,2017
João Gabriel Rocha,Marcos Oliveira,W,Referee Decision,ACBJJ 5,O95KG,4F,2017
João Gabriel Rocha,Tex Johnson,W,Botinha,World Champ.,ABS,R1,2017
João Gabriel Rocha,Nicholas Meregali,W,Pts: 3x2,World Champ.,ABS,8F,2017
João Gabriel Rocha,James Puopolo,W,Pts: 4x0,World Champ.,O100KG,4F,2017
João Gabriel Rocha,John Rickel,W,Triangle,Austin Open,O100KG,F,2017
João Gabriel Rocha,John Combs,W,Armbar,Austin Open,ABS,4F,2017
João Gabriel Rocha,Lucas Pinheiro,W,Submission,Austin Open,ABS,SF,2017
João Gabriel Rocha,Marcio Cruz,W,Pts: 0x0,IBJJF Pro GP,ABS,4F,2017
João Gabriel Rocha,Marcelo Bernardo,W,RNC,ACBJJ 8,O95KG,4F,2017
João Gabriel Rocha,Max Gimenis,W,N/A,BJJ NY Pro,94KG,SF,2017
João Gabriel Rocha,Otavio Nalati,W,Adv,BJJ NY Pro,94KG,F,2017
João Gabriel Rocha,Dany Gerard,W,Pts: 0x0,NoGi Worlds,O97KG,4F,2017
João Gabriel Rocha,Jared Dopp,W,Points,NoGi Worlds,O97KG,SF,2017
João Gabriel Rocha,James Brasco,W,Calf slicer,NoGi Worlds,ABS,R2,2017
João Gabriel Rocha,Marcus Wilson,W,RNC,NoGi Worlds,ABS,R2,2017
João Gabriel Rocha,Arnaldo Maidana,W,RNC,NoGi Worlds,ABS,4F,2017
João Gabriel Rocha,Keenan Cornelius,W,Pts: 4x2,NoGi Worlds,ABS,SF,2017
João Gabriel Rocha,Luiz Panza,W,Points,ACB 10,O95KG,SPF,2018
João Gabriel Rocha,Max Gimenis,W,Pts: 0x0,Pan American,O100KG,4F,2018
João Gabriel Rocha,Gustavo Dias,W,Pts: 4x0,Pan American,O100KG,SF,2018
João Gabriel Rocha,R. Evangelista,W,Armbar,Pan American,O100KG,F,2018
João Gabriel Rocha,T. Antony,W,Armbar,World Champ.,O100KG,8F,2018
João Gabriel Rocha,Luiz Panza,W,Pts: 2x0,World Champ.,O100KG,4F,2018
João Gabriel Rocha,Admilson Gobi,W,Pts: 17x0,World Champ.,O100KG,SF,2018
João Gabriel Rocha,Nicholas Meregali,W,Points,ACBJJ 14,O95KG,SPF,2018
João Gabriel Rocha,Marcus Almeida,W,Pts: 0x0,BJJ Stars,O100KG,SPF,2019
João Gabriel Rocha,Mauricio Lima,W,Armlock,WP BR Qualifier,110KG,4F,2019
João Gabriel Rocha,Rodrigo Ribeiro,W,Pts: 2x2,WP BR Qualifier,110KG,SF,2019
João Gabriel Rocha,Matheus Felipe,W,Pts: 4x2,WP BR Qualifier,110KG,F,2019
João Gabriel Rocha,Keunwoo Kim,W,Toe hold,World Pro,110KG,R1,2019
João Gabriel Rocha,Khasan Varando,W,Pts: 4x0,World Pro,110KG,4F,2019
João Gabriel Rocha,R. Evangelista,W,Pts: 0x0,World Pro,110KG,SF,2019
João Gabriel Rocha,Yahia Hammadi,W,Choke from back,World Pro,110KG,F,2019
João Gabriel Rocha,Gerard Labinski,W,Pts: 5x0,King of Mats,110KG,RR,2019
João Gabriel Rocha,Igor Silva,W,Pts: 0x0,King of Mats,110KG,RR,2019
João Gabriel Rocha,Jackson Sousa,W,Toe hold,King of Mats,110KG,RR,2019
João Gabriel Rocha,Jonnatas Gracie,W,Pts: 3x0,King of Mats,110KG,SF,2019
João Gabriel Rocha,Kaynan Duarte,W,Pts: 0x0,King of Mats,110KG,F,2019
João Gabriel Rocha,Patrick Gaudio,W,Referee Decision,IBJJF GP,ABS,4F,2019
João Gabriel Rocha,Vinicius Trator,W,Adv,IBJJF GP,ABS,SF,2019
João Gabriel Rocha,Jackson Douglas,W,Choke from back,American Nats,O100KG,SF,2020
João Gabriel Rocha,Guilherme Cordiviola,W,Choke from back,American Nats,O100KG,F,2020
João Gabriel Rocha,Andre Porfirio,W,Violin armlock,American Nats,ABS,8F,2020
João Gabriel Rocha,Leonardo Davila,W,Toe hold,American Nats,ABS,4F,2020
João Gabriel Rocha,Jake Watson,W,Pts: 10x0,American Nats,ABS,SF,2020
João Gabriel Rocha,Gabriel Almeida,W,Armbar,American Nats,ABS,F,2020
João Gabriel Rocha,Roosevelt Sousa,W,Pts: 1x0,WP BR Qualifier,120KG,4F,2021
João Gabriel Rocha,Wallace Costa,W,Pts: 2x1,WP BR Qualifier,120KG,SF,2021
João Gabriel Rocha,Edgar Gamboa,W,Choke,Austin WO,ABS,R1,2023
João Gabriel Rocha,Yan Lucas,W,Pts: 2x2,Austin WO,ABS,SF,2023
João Gabriel Rocha,Johnatha Alves,W,Pts: 2x0,Austin WO,ABS,F,2023
João Gabriel Rocha,Justin Fabac,W,Submission,Oklahoma NGO,ABS,SF,2023
João Paulo Neto,Paulo Miyao,L,Pts: 3x0,WP Br Qualifier,69KG,4F,2018
João Paulo Neto,Brandon Walensky,L,Pts: 2x0,World Champ.,70KG,R1,2018
João Paulo Neto,Alex Sodre,L,Pts: 2x0,South Brazilian,70KG,SF,2019
João Paulo Neto,Vinicius Trator,L,North south choke,South Brazilian,ABS,F,2019
João Paulo Neto,Paulo Miyao,L,Pts: 2x2,Grand Slam LDN,69KG,SF,2019
João Paulo Neto,Gabriel Sousa,L,Pts: 0x0,King of Mats,69KG,RR,2019
João Paulo Neto,Pedro Valenca,L,Referee Decision,Curitiba Pro,70KG,F,2019
João Paulo Neto,Isaac Doederlein,L,Choke from back,Brasileiro,70KG,F,2019
João Paulo Neto,Leo Saggioro,L,Pts: 2x2,World Champ.,70KG,R2,2019
João Paulo Neto,Vinicius Pereira,L,Pts: 2x0,Rio Fall Open,76KG,4F,2022
João Paulo Neto,Gabriel Ventura,L,Referee Decision,Rio Fall Open,ABS,4F,2022
João Paulo Neto,Darlan Casaca,L,Referee Decision,Salvador Open,82KG,SF,2022
João Paulo Neto,Darlan Casaca,L,Referee Decision,Floripa WO,82KG,F,2022
João Paulo Neto,Alessandro Botelho,L,Referee Decision,Curitiba SMO,76KG,SF,2023
João Paulo Neto,Rodrigo Francioni,W,Referee Decision,Bento Ribeiro Pro,LWA,SF,2017
João Paulo Neto,Gustavo Telles,W,Triangle,Bento Ribeiro Pro,LWA,F,2017
João Paulo Neto,Gustavo Telles,W,Armbar,Bento Ribeiro Pro,77KG,SF,2017
João Paulo Neto,Richard Filho,W,Pts: 4x0,Bento Ribeiro Pro,77KG,F,2017
João Paulo Neto,Raphael Cadena,W,Pts: 2x0,Grand Slam RJ,69KG,8F,2017
João Paulo Neto,Julio Rufino,W,Choke from back,Grand Slam RJ,69KG,4F,2017
João Paulo Neto,Pedro Neto,W,Choke from back,Grand Slam RJ,69KG,SF,2017
João Paulo Neto,Rafael Mansur,W,Triangle,Grand Slam RJ,69KG,F,2017
João Paulo Neto,Thiago Dutra,W,Pts: 4x0,WP Br Qualifier,69KG,R1,2018
João Paulo Neto,Vitor Matos,W,N/A,Porto Alegre Open,76KG,SF,2018
João Paulo Neto,Matheus Linhares,W,N/A,Porto Alegre Open,76KG,F,2018
João Paulo Neto,Osmar Telles,W,N/A,South Brazilian,70KG,4F,2019
João Paulo Neto,Rafael Message,W,Adv,South Brazilian,ABS,R1,2019
João Paulo Neto,Rafael Message,W,Choke from back,South Brazilian,ABS,4F,2019
João Paulo Neto,Agnaldo Silveira,W,Choke from back,South Brazilian,ABS,SF,2019
João Paulo Neto,Lee Ting,W,Pts: 2x0,Grand Slam LDN,69KG,R1,2019
João Paulo Neto,Victor Matos,W,Pts: 0x0,Grand Slam LDN,69KG,RPC,2019
João Paulo Neto,Tiago Bravo,W,Pts: 0x0,Grand Slam LDN,69KG,3RD,2019
João Paulo Neto,Nobuhiro Sawada,W,Pts: 3x0,King of Mats,69KG,RR,2019
João Paulo Neto,Lee Ting,W,Pts: 2x0,King of Mats,69KG,RR,2019
João Paulo Neto,Hiago George,W,Referee Decision,King of Mats,69KG,RR,2019
João Paulo Neto,Lukete Silva,W,Pts: 0x0,Floripa Fall Open,70KG,SF,2019
João Paulo Neto,Osmar Telles,W,Triangle,Floripa Fall Open,70KG,F,2019
João Paulo Neto,Gabriel Azevedo,W,Choke from back,Rio FO,70KG,4F,2019
João Paulo Neto,Antonio Felix,W,Choke from back,Rio FO,70KG,SF,2019
João Paulo Neto,Yago Rodrigues,W,Choke from back,Rio FO,70KG,F,2019
João Paulo Neto,Pedro Dias,W,N/A,Curitiba Pro,70KG,4F,2019
João Paulo Neto,Pedro Petronio,W,Points,Brasileiro,70KG,R2,2019
João Paulo Neto,John Lenno,W,Toe hold,Brasileiro,70KG,R3,2019
João Paulo Neto,Davi Carlos,W,Points,Brasileiro,70KG,4F,2019
João Paulo Neto,Breno Celio,W,Pts: 2x0,Brasileiro,70KG,SF,2019
João Paulo Neto,Orlando Andaviza,W,Brabo choke,World Champ.,70KG,R1,2019
João Paulo Neto,Renan Soares,W,Choke from back,Rio Fall Open,76KG,8F,2022
João Paulo Neto,Yann Cathalat,W,Pts: 9x2,Rio Fall Open,ABS,R2,2022
João Paulo Neto,Romario Teodoro,W,Pts: 7x2,Salvador Open,82KG,4F,2022
João Paulo Neto,Francis Quinn,W,Pts: 4x2,Floripa WO,82KG,4F,2022
João Paulo Neto,Rhuan Duarte,W,Pts: 0x0,Floripa WO,82KG,SF,2022
João Paulo Neto,Otavio Santos,W,Pts: 0x0,S. Leopoldo OP,ABS,SF,2022
João Paulo Neto,Murilo Parra,W,Pts: 5x0,Curitiba SMO,76KG,R1,2023
João Paulo Neto,Joao Machado,W,Choke from back,Curitiba SMO,76KG,4F,2023
Jorge Patino Macaco,Nino Schembri,L,Triangle,Brasileiro,82KG,F,1995
Jorge Patino Macaco,Roberto Roleta,L,Pts: 6x0,World Champ.,88KG,4F,2000
Jorge Patino Macaco,Ricardo Liborio,L,Injury,ADCC,88KG,SF,2000
Jorge Patino Macaco,Nino Schembri,L,kneebar,Rickson Cup,ABS,GP,2000
Jorge Patino Macaco,Saulo Ribeiro,L,Pts: 10x0,ADCC,88KG,4F,2005
Jorge Patino Macaco,Roberto Godoi,L,Pts: 4x0,Paulista FPJJ,100KG,F,2007
Jorge Patino Macaco,Thiago Gaia,L,Pts: 3x0,Gold Team Open,ABS,F,2016
Jorge Patino Macaco,Karl Webber,W,Pts: 15x0,ADCC,88KG,R1,2000
Jorge Patino Macaco,Egan Inoe,W,Pts: 6x0,ADCC,88KG,4F,2000
Jorge Patino Macaco,Eduardo Jamelao,W,Pts: 9x2,Rickson Cup,ABS,GP,2000
Jorge Patino Macaco,Roberto Godoi,W,Referee Decision,BB Challenge 3,88KG,SPF,2004
Jorge Patino Macaco,Craig Kohl,W,Armbar,Copa Pacifica,ABS,SPF,2004
Jorge Patino Macaco,Take Hanai,W,Pts: 14x0,ADCC,88KG,R1,2005
